Index	Lat			Lon			Icon	Name	Description	Notes	URL	Link Text	Altitude (m)	Distance (km)	Speed (m/s)	Course (°)	Time	HDOP	VDOP	PDOP	Satellites	Fix
0	52.458218	N	52° 27.493080' N	13.374131	E	13° 22.447860' E					""		50.400000	0.000000	0.000000	0.000000	44394.326053	0.000000	0.000000	0.000000	-1	Unknown
1	52.458092	N	52° 27.485520' N	13.374144	E	13° 22.448640' E					""		50.600000	0.014054	0.893135	175.644318	44394.326343	0.000000	0.000000	0.000000	-1	Unknown
2	52.458076	N	52° 27.484560' N	13.374135	E	13° 22.448100' E					""		50.700000	0.015937	0.941415	198.919388	44394.326366	0.000000	0.000000	0.000000	-1	Unknown
3	52.458025	N	52° 27.481500' N	13.373993	E	13° 22.439580' E					""		50.800000	0.027118	1.990336	246.951538	44394.326412	0.000000	0.000000	0.000000	-1	Unknown
4	52.458029	N	52° 27.481740' N	13.373882	E	13° 22.432920' E					""		50.900000	0.034660	2.384526	275.357422	44394.326435	0.000000	0.000000	0.000000	-1	Unknown
5	52.458060	N	52° 27.483600' N	13.373635	E	13° 22.418100' E					""		51.100000	0.051766	2.363900	278.121613	44394.326505	0.000000	0.000000	0.000000	-1	Unknown
6	52.458049	N	52° 27.482940' N	13.372816	E	13° 22.368960' E					""		51.800000	0.107334	7.397002	271.724823	44394.326632	0.000000	0.000000	0.000000	-1	Unknown
7	52.458074	N	52° 27.484440' N	13.372587	E	13° 22.355220' E					""		51.900000	0.123115	4.389264	283.194427	44394.326678	0.000000	0.000000	0.000000	-1	Unknown
8	52.458069	N	52° 27.484140' N	13.372435	E	13° 22.346100' E					""		51.900000	0.133440	2.173465	267.064178	44394.326725	0.000000	0.000000	0.000000	-1	Unknown
9	52.458104	N	52° 27.486240' N	13.372093	E	13° 22.325580' E					""		51.600000	0.156963	8.516533	279.024261	44394.326782	0.000000	0.000000	0.000000	-1	Unknown
10	52.458111	N	52° 27.486660' N	13.371901	E	13° 22.314060' E					""		51.300000	0.170010	6.523476	273.424133	44394.326806	0.000000	0.000000	0.000000	-1	Unknown
11	52.458134	N	52° 27.488040' N	13.371626	E	13° 22.297560' E					""		51.100000	0.188839	6.035242	278.485535	44394.326840	0.000000	0.000000	0.000000	-1	Unknown
12	52.458231	N	52° 27.493860' N	13.370979	E	13° 22.258740' E					""		50.600000	0.234035	6.424488	286.095459	44394.326944	0.000000	0.000000	0.000000	-1	Unknown
13	52.458348	N	52° 27.500880' N	13.370407	E	13° 22.224420' E					""		50.100000	0.274962	5.307793	288.970428	44394.327025	0.000000	0.000000	0.000000	-1	Unknown
14	52.458383	N	52° 27.502980' N	13.370175	E	13° 22.210500' E					""		49.900000	0.291174	5.166708	283.709625	44394.327060	0.000000	0.000000	0.000000	-1	Unknown
15	52.458417	N	52° 27.505020' N	13.370124	E	13° 22.207440' E					""		49.800000	0.296301	5.127625	317.572510	44394.327072	0.000000	0.000000	0.000000	-1	Unknown
16	52.458420	N	52° 27.505200' N	13.370052	E	13° 22.203120' E					""		49.800000	0.301197	4.895243	273.911835	44394.327083	0.000000	0.000000	0.000000	-1	Unknown
17	52.458398	N	52° 27.503880' N	13.369883	E	13° 22.192980' E					""		49.800000	0.312919	5.550627	254.887314	44394.327118	0.000000	0.000000	0.000000	-1	Unknown
18	52.458395	N	52° 27.503700' N	13.369790	E	13° 22.187400' E					""		49.900000	0.319236	6.317128	266.969666	44394.327130	0.000000	0.000000	0.000000	-1	Unknown
19	52.458440	N	52° 27.506400' N	13.369607	E	13° 22.176420' E					""		49.900000	0.332622	3.470286	294.646179	44394.327164	0.000000	0.000000	0.000000	-1	Unknown
20	52.458511	N	52° 27.510660' N	13.369476	E	13° 22.168560' E					""		49.900000	0.344514	6.934084	307.593170	44394.327187	0.000000	0.000000	0.000000	-1	Unknown
21	52.458522	N	52° 27.511320' N	13.369405	E	13° 22.164300' E					""		49.800000	0.349483	4.969231	284.265747	44394.327199	0.000000	0.000000	0.000000	-1	Unknown
22	52.458524	N	52° 27.511440' N	13.369122	E	13° 22.147320' E					""		49.600000	0.368681	5.978456	273.202271	44394.327245	0.000000	0.000000	0.000000	-1	Unknown
23	52.458549	N	52° 27.512940' N	13.368966	E	13° 22.137960' E					""		49.600000	0.379622	5.470734	284.735260	44394.327269	0.000000	0.000000	0.000000	-1	Unknown
24	52.458649	N	52° 27.518940' N	13.368752	E	13° 22.125120' E					""		49.400000	0.397915	6.529588	307.860809	44394.327303	0.000000	0.000000	0.000000	-1	Unknown
25	52.458726	N	52° 27.523560' N	13.368616	E	13° 22.116960' E					""		49.300000	0.410507	6.296278	312.897491	44394.327326	0.000000	0.000000	0.000000	-1	Unknown
26	52.458853	N	52° 27.531180' N	13.368442	E	13° 22.106520' E					""		49.100000	0.428924	6.198356	322.205994	44394.327361	0.000000	0.000000	0.000000	-1	Unknown
27	52.458988	N	52° 27.539280' N	13.368295	E	13° 22.097700' E					""		48.900000	0.446959	5.100015	326.040955	44394.327396	0.000000	0.000000	0.000000	-1	Unknown
28	52.459072	N	52° 27.544320' N	13.368262	E	13° 22.095720' E					""		48.800000	0.456574	5.604837	346.706512	44394.327419	0.000000	0.000000	0.000000	-1	Unknown
29	52.459178	N	52° 27.550680' N	13.368187	E	13° 22.091220' E					""		48.600000	0.469424	6.424892	336.677826	44394.327442	0.000000	0.000000	0.000000	-1	Unknown
30	52.459249	N	52° 27.554940' N	13.368158	E	13° 22.089480' E					""		48.600000	0.477569	8.144788	346.024200	44394.327454	0.000000	0.000000	0.000000	-1	Unknown
31	52.459399	N	52° 27.563940' N	13.368147	E	13° 22.088820' E					""		48.400000	0.494283	8.357292	357.441528	44394.327477	0.000000	0.000000	0.000000	-1	Unknown
32	52.459702	N	52° 27.582120' N	13.368182	E	13° 22.090920' E					""		48.200000	0.528097	7.253628	4.021624	44394.327523	0.000000	0.000000	0.000000	-1	Unknown
33	52.459771	N	52° 27.586260' N	13.368178	E	13° 22.090680' E					""		48.200000	0.535782	7.685835	357.976990	44394.327535	0.000000	0.000000	0.000000	-1	Unknown
34	52.459800	N	52° 27.588000' N	13.368140	E	13° 22.088400' E					""		48.200000	0.539913	4.131006	321.395569	44394.327546	0.000000	0.000000	0.000000	-1	Unknown
35	52.459832	N	52° 27.589920' N	13.368005	E	13° 22.080300' E					""		48.200000	0.549739	4.912697	291.257111	44394.327569	0.000000	0.000000	0.000000	-1	Unknown
36	52.459770	N	52° 27.586200' N	13.367713	E	13° 22.062780' E					""		48.300000	0.570713	3.037989	256.221100	44394.327627	0.000000	0.000000	0.000000	-1	Unknown
37	52.459815	N	52° 27.588900' N	13.367170	E	13° 22.030200' E					""		48.400000	0.607883	6.688781	278.614502	44394.327697	0.000000	0.000000	0.000000	-1	Unknown
38	52.459817	N	52° 27.589020' N	13.366569	E	13° 21.994140' E					""		48.500000	0.648649	6.413699	268.010773	44394.327766	0.000000	0.000000	0.000000	-1	Unknown
39	52.459776	N	52° 27.586560' N	13.365935	E	13° 21.956100' E					""		48.600000	0.691894	5.775128	266.684967	44394.327847	0.000000	0.000000	0.000000	-1	Unknown
40	52.459794	N	52° 27.587640' N	13.365107	E	13° 21.906420' E					""		48.700000	0.748092	6.686947	272.385315	44394.327951	0.000000	0.000000	0.000000	-1	Unknown
41	52.459819	N	52° 27.589140' N	13.364704	E	13° 21.882240' E					""		48.800000	0.775569	7.215889	274.867401	44394.327998	0.000000	0.000000	0.000000	-1	Unknown
42	52.459819	N	52° 27.589140' N	13.364310	E	13° 21.858600' E					""		48.900000	0.802293	6.172684	269.483429	44394.328044	0.000000	0.000000	0.000000	-1	Unknown
43	52.459790	N	52° 27.587400' N	13.363407	E	13° 21.804420' E					""		49.100000	0.863628	6.147599	266.886047	44394.328160	0.000000	0.000000	0.000000	-1	Unknown
44	52.459801	N	52° 27.588060' N	13.362865	E	13° 21.771900' E					""		49.200000	0.900411	6.648170	270.959473	44394.328229	0.000000	0.000000	0.000000	-1	Unknown
45	52.459856	N	52° 27.591360' N	13.361535	E	13° 21.692100' E					""		49.100000	0.990831	6.104599	270.000031	44394.328391	0.000000	0.000000	0.000000	-1	Unknown
46	52.459845	N	52° 27.590700' N	13.361441	E	13° 21.686460' E					""		49.100000	0.997324	6.492436	259.128571	44394.328403	0.000000	0.000000	0.000000	-1	Unknown
47	52.459775	N	52° 27.586500' N	13.361266	E	13° 21.675960' E					""		49.100000	1.011523	7.099637	236.716293	44394.328426	0.000000	0.000000	0.000000	-1	Unknown
48	52.459730	N	52° 27.583800' N	13.361203	E	13° 21.672180' E					""		49.100000	1.018108	6.584402	220.465729	44394.328438	0.000000	0.000000	0.000000	-1	Unknown
49	52.459634	N	52° 27.578040' N	13.361120	E	13° 21.667200' E					""		49.100000	1.030186	6.039449	207.780624	44394.328461	0.000000	0.000000	0.000000	-1	Unknown
50	52.459269	N	52° 27.556140' N	13.360879	E	13° 21.652740' E					""		49.000000	1.073983	6.854002	204.560120	44394.328542	0.000000	0.000000	0.000000	-1	Unknown
51	52.458975	N	52° 27.538500' N	13.360589	E	13° 21.635340' E					""		48.900000	1.112168	6.470386	211.611649	44394.328611	0.000000	0.000000	0.000000	-1	Unknown
52	52.458670	N	52° 27.520200' N	13.360326	E	13° 21.619560' E					""		48.600000	1.150521	6.551745	205.774414	44394.328681	0.000000	0.000000	0.000000	-1	Unknown
53	52.458277	N	52° 27.496620' N	13.360052	E	13° 21.603120' E					""		48.000000	1.198054	6.823246	202.811905	44394.328762	0.000000	0.000000	0.000000	-1	Unknown
54	52.457862	N	52° 27.471720' N	13.359733	E	13° 21.583980' E					""		46.900000	1.249068	5.802843	205.626892	44394.328854	0.000000	0.000000	0.000000	-1	Unknown
55	52.457615	N	52° 27.456900' N	13.359607	E	13° 21.576420' E					""		46.300000	1.277862	4.463544	198.610703	44394.328935	0.000000	0.000000	0.000000	-1	Unknown
56	52.457563	N	52° 27.453780' N	13.359632	E	13° 21.577920' E					""		46.100000	1.283894	6.031900	163.671722	44394.328947	0.000000	0.000000	0.000000	-1	Unknown
57	52.457478	N	52° 27.448680' N	13.359540	E	13° 21.572400' E					""		45.800000	1.295229	5.667392	213.406128	44394.328970	0.000000	0.000000	0.000000	-1	Unknown
58	52.457343	N	52° 27.440580' N	13.359451	E	13° 21.567060' E					""		45.400000	1.311424	8.356450	198.947189	44394.328993	0.000000	0.000000	0.000000	-1	Unknown
59	52.457138	N	52° 27.428280' N	13.359397	E	13° 21.563820' E					""		45.000000	1.334537	7.536959	188.279434	44394.329028	0.000000	0.000000	0.000000	-1	Unknown
60	52.456971	N	52° 27.418260' N	13.359323	E	13° 21.559380' E					""		44.700000	1.353793	6.623380	196.664200	44394.329063	0.000000	0.000000	0.000000	-1	Unknown
61	52.456925	N	52° 27.415500' N	13.359244	E	13° 21.554640' E					""		44.100000	1.361205	2.470687	226.301804	44394.329097	0.000000	0.000000	0.000000	-1	Unknown
62	52.456910	N	52° 27.414600' N	13.359125	E	13° 21.547500' E					""		43.900000	1.369448	2.749630	260.680450	44394.329132	0.000000	0.000000	0.000000	-1	Unknown
63	52.456926	N	52° 27.415560' N	13.358900	E	13° 21.534000' E					""		43.700000	1.384814	4.602077	279.046112	44394.329167	0.000000	0.000000	0.000000	-1	Unknown
64	52.456904	N	52° 27.414240' N	13.358926	E	13° 21.535560' E					""		43.600000	1.387832	3.017991	144.240433	44394.329178	0.000000	0.000000	0.000000	-1	Unknown
65	52.456907	N	52° 27.414420' N	13.358712	E	13° 21.522720' E					""		43.400000	1.402352	6.073387	271.575531	44394.329213	0.000000	0.000000	0.000000	-1	Unknown
66	52.456927	N	52° 27.415620' N	13.358453	E	13° 21.507180' E					""		43.300000	1.420061	8.854678	277.222351	44394.329236	0.000000	0.000000	0.000000	-1	Unknown
67	52.457044	N	52° 27.422640' N	13.357596	E	13° 21.455760' E					""		43.600000	1.479636	9.490169	283.568085	44394.329306	0.000000	0.000000	0.000000	-1	Unknown
68	52.457095	N	52° 27.425700' N	13.357365	E	13° 21.441900' E					""		43.900000	1.496302	8.086502	292.671753	44394.329329	0.000000	0.000000	0.000000	-1	Unknown
69	52.457218	N	52° 27.433080' N	13.357008	E	13° 21.420480' E					""		44.500000	1.524121	6.169264	300.948059	44394.329375	0.000000	0.000000	0.000000	-1	Unknown
70	52.457264	N	52° 27.435840' N	13.356924	E	13° 21.415440' E					""		44.700000	1.531782	3.830415	311.945709	44394.329398	0.000000	0.000000	0.000000	-1	Unknown
71	52.457333	N	52° 27.439980' N	13.356620	E	13° 21.397200' E					""		45.200000	1.553787	4.088756	285.798676	44394.329456	0.000000	0.000000	0.000000	-1	Unknown
72	52.457335	N	52° 27.440100' N	13.356430	E	13° 21.385800' E					""		45.500000	1.566678	3.669729	273.478241	44394.329491	0.000000	0.000000	0.000000	-1	Unknown
73	52.457417	N	52° 27.445020' N	13.356208	E	13° 21.372480' E					""		45.700000	1.584287	3.089424	307.774231	44394.329583	0.000000	0.000000	0.000000	-1	Unknown
74	52.457424	N	52° 27.445440' N	13.356132	E	13° 21.367920' E					""		45.800000	1.589501	1.428828	274.468445	44394.329618	0.000000	0.000000	0.000000	-1	Unknown
75	52.457418	N	52° 27.445080' N	13.355925	E	13° 21.355500' E					""		46.000000	1.603558	2.356715	263.218292	44394.329664	0.000000	0.000000	0.000000	-1	Unknown
76	52.457364	N	52° 27.441840' N	13.355700	E	13° 21.342000' E					""		46.200000	1.619962	1.971624	241.320053	44394.329722	0.000000	0.000000	0.000000	-1	Unknown
77	52.457376	N	52° 27.442560' N	13.355581	E	13° 21.334860' E					""		46.300000	1.628143	1.818993	284.169647	44394.329803	0.000000	0.000000	0.000000	-1	Unknown
78	52.457406	N	52° 27.444360' N	13.355524	E	13° 21.331440' E					""		46.200000	1.633252	0.553111	307.141235	44394.329884	0.000000	0.000000	0.000000	-1	Unknown
79	52.457354	N	52° 27.441240' N	13.355503	E	13° 21.330180' E					""		46.200000	1.639214	1.022334	191.481567	44394.330035	0.000000	0.000000	0.000000	-1	Unknown
80	52.457206	N	52° 27.432360' N	13.355518	E	13° 21.331080' E					""		46.200000	1.655720	5.020846	176.126648	44394.330081	0.000000	0.000000	0.000000	-1	Unknown
81	52.457097	N	52° 27.425820' N	13.355548	E	13° 21.332880' E					""		46.200000	1.668024	5.635397	170.997314	44394.330104	0.000000	0.000000	0.000000	-1	Unknown
82	52.456740	N	52° 27.404400' N	13.355590	E	13° 21.335400' E					""		47.000000	1.707867	4.914938	175.249939	44394.330208	0.000000	0.000000	0.000000	-1	Unknown
83	52.456360	N	52° 27.381600' N	13.355572	E	13° 21.334320' E					""		48.600000	1.750186	5.906169	182.633163	44394.330312	0.000000	0.000000	0.000000	-1	Unknown
84	52.456261	N	52° 27.375660' N	13.355539	E	13° 21.332340' E					""		49.000000	1.761431	5.604856	193.294312	44394.330336	0.000000	0.000000	0.000000	-1	Unknown
85	52.456068	N	52° 27.364080' N	13.355402	E	13° 21.324120' E					""		49.900000	1.784840	3.051342	201.519211	44394.330405	0.000000	0.000000	0.000000	-1	Unknown
86	52.455684	N	52° 27.341040' N	13.355053	E	13° 21.303180' E					""		51.800000	1.833705	6.423186	211.873810	44394.330532	0.000000	0.000000	0.000000	-1	Unknown
87	52.455494	N	52° 27.329640' N	13.354816	E	13° 21.288960' E					""		52.300000	1.860272	4.287170	216.395798	44394.330613	0.000000	0.000000	0.000000	-1	Unknown
88	52.455301	N	52° 27.318060' N	13.354670	E	13° 21.280200' E					""		52.700000	1.883930	4.199578	208.985672	44394.330683	0.000000	0.000000	0.000000	-1	Unknown
89	52.455065	N	52° 27.303900' N	13.354426	E	13° 21.265560' E					""		53.400000	1.914980	5.490860	213.776016	44394.330764	0.000000	0.000000	0.000000	-1	Unknown
90	52.454799	N	52° 27.287940' N	13.354079	E	13° 21.244740' E					""		54.100000	1.952808	7.230293	218.259979	44394.330856	0.000000	0.000000	0.000000	-1	Unknown
91	52.454584	N	52° 27.275040' N	13.353884	E	13° 21.233040' E					""		54.500000	1.980154	3.776813	209.599854	44394.330937	0.000000	0.000000	0.000000	-1	Unknown
92	52.454193	N	52° 27.251580' N	13.353445	E	13° 21.206700' E					""		54.600000	2.032893	6.999211	214.204361	44394.331042	0.000000	0.000000	0.000000	-1	Unknown
93	52.453951	N	52° 27.237060' N	13.353140	E	13° 21.188400' E					""		54.300000	2.066861	5.252815	217.371872	44394.331111	0.000000	0.000000	0.000000	-1	Unknown
94	52.453805	N	52° 27.228300' N	13.352926	E	13° 21.175560' E					""		53.700000	2.088653	7.103621	221.218811	44394.331146	0.000000	0.000000	0.000000	-1	Unknown
95	52.453231	N	52° 27.193860' N	13.352248	E	13° 21.134880' E					""		50.900000	2.167383	8.975612	215.059021	44394.331262	0.000000	0.000000	0.000000	-1	Unknown
96	52.452951	N	52° 27.177060' N	13.351971	E	13° 21.118260' E					""		49.800000	2.203778	9.197407	209.373444	44394.331308	0.000000	0.000000	0.000000	-1	Unknown
97	52.452069	N	52° 27.124140' N	13.350957	E	13° 21.057420' E					""		47.700000	2.323662	9.021305	214.856674	44394.331458	0.000000	0.000000	0.000000	-1	Unknown
98	52.451732	N	52° 27.103920' N	13.350597	E	13° 21.035820' E					""		48.100000	2.368426	8.003540	213.433411	44394.331516	0.000000	0.000000	0.000000	-1	Unknown
99	52.451533	N	52° 27.091980' N	13.350350	E	13° 21.021000' E					""		48.900000	2.396203	6.907564	214.725052	44394.331562	0.000000	0.000000	0.000000	-1	Unknown
100	52.451339	N	52° 27.080340' N	13.350178	E	13° 21.010680' E					""		49.600000	2.420750	5.729809	209.041794	44394.331609	0.000000	0.000000	0.000000	-1	Unknown
101	52.451217	N	52° 27.073020' N	13.350051	E	13° 21.003060' E					""		50.000000	2.436833	5.100294	213.963730	44394.331644	0.000000	0.000000	0.000000	-1	Unknown
102	52.451045	N	52° 27.062700' N	13.349813	E	13° 20.988780' E					""		50.700000	2.461879	4.697036	216.312607	44394.331701	0.000000	0.000000	0.000000	-1	Unknown
103	52.450956	N	52° 27.057360' N	13.349751	E	13° 20.985060' E					""		50.900000	2.472643	5.381674	203.003845	44394.331725	0.000000	0.000000	0.000000	-1	Unknown
104	52.450877	N	52° 27.052620' N	13.349805	E	13° 20.988300' E					""		51.100000	2.482169	4.763400	157.384354	44394.331748	0.000000	0.000000	0.000000	-1	Unknown
105	52.450645	N	52° 27.038700' N	13.349699	E	13° 20.981940' E					""		51.500000	2.508978	6.643233	197.227005	44394.331794	0.000000	0.000000	0.000000	-1	Unknown
106	52.450361	N	52° 27.021660' N	13.349627	E	13° 20.977620' E					""		51.800000	2.540968	8.056244	191.168106	44394.331852	0.000000	0.000000	0.000000	-1	Unknown
107	52.450100	N	52° 27.006000' N	13.349590	E	13° 20.975400' E					""		51.900000	2.570131	4.751586	185.325165	44394.331921	0.000000	0.000000	0.000000	-1	Unknown
108	52.449906	N	52° 26.994360' N	13.349594	E	13° 20.975640' E					""		52.000000	2.591728	2.510425	183.873993	44394.332002	0.000000	0.000000	0.000000	-1	Unknown
109	52.449840	N	52° 26.990400' N	13.349559	E	13° 20.973540' E					""		52.000000	2.599450	7.721280	197.910645	44394.332014	0.000000	0.000000	0.000000	-1	Unknown
110	52.449822	N	52° 26.989320' N	13.349502	E	13° 20.970120' E					""		52.100000	2.603805	2.177710	242.609100	44394.332037	0.000000	0.000000	0.000000	-1	Unknown
111	52.449863	N	52° 26.991780' N	13.349181	E	13° 20.950860' E					""		52.300000	2.626056	2.013639	289.371796	44394.332118	0.000000	0.000000	0.000000	-1	Unknown
112	52.449974	N	52° 26.998440' N	13.348815	E	13° 20.928900' E					""		52.700000	2.653792	2.144590	299.545715	44394.332211	0.000000	0.000000	0.000000	-1	Unknown
113	52.449989	N	52° 26.999340' N	13.348735	E	13° 20.924100' E					""		52.900000	2.659470	5.678578	287.100677	44394.332222	0.000000	0.000000	0.000000	-1	Unknown
114	52.449976	N	52° 26.998560' N	13.348381	E	13° 20.902860' E					""		53.000000	2.683531	5.156151	270.000031	44394.332292	0.000000	0.000000	0.000000	-1	Unknown
115	52.450003	N	52° 27.000180' N	13.348054	E	13° 20.883240' E					""		52.900000	2.705918	6.559479	276.822632	44394.332361	0.000000	0.000000	0.000000	-1	Unknown
116	52.450006	N	52° 27.000360' N	13.347695	E	13° 20.861700' E					""		52.900000	2.730277	3.219610	262.050415	44394.332407	0.000000	0.000000	0.000000	-1	Unknown
117	52.449990	N	52° 26.999400' N	13.347703	E	13° 20.862180' E					""		52.900000	2.732138	1.861972	163.052612	44394.332419	0.000000	0.000000	0.000000	-1	Unknown
118	52.449969	N	52° 26.998140' N	13.347664	E	13° 20.859840' E					""		52.900000	2.735669	0.986208	235.640686	44394.332454	0.000000	0.000000	0.000000	-1	Unknown
119	52.449950	N	52° 26.997000' N	13.347149	E	13° 20.828940' E					""		52.800000	2.770673	1.946333	263.431641	44394.332546	0.000000	0.000000	0.000000	-1	Unknown
120	52.450026	N	52° 27.001560' N	13.346662	E	13° 20.799720' E					""		52.600000	2.804779	4.358780	290.949707	44394.333553	0.000000	0.000000	0.000000	-1	Unknown
121	52.450074	N	52° 27.004440' N	13.346526	E	13° 20.791560' E					""		52.500000	2.815441	1.404068	309.365753	44394.333611	0.000000	0.000000	0.000000	-1	Unknown
122	52.450082	N	52° 27.004920' N	13.346565	E	13° 20.793900' E					""		52.500000	2.818233	0.111319	180.000000	44394.333727	0.000000	0.000000	0.000000	-1	Unknown
123	52.450080	N	52° 27.004800' N	13.346525	E	13° 20.791500' E					""		52.500000	2.820956	0.097246	265.309937	44394.334051	0.000000	0.000000	0.000000	-1	Unknown
124	52.449801	N	52° 26.988060' N	13.346223	E	13° 20.773380' E					""		52.000000	2.858163	4.871098	211.019775	44394.334155	0.000000	0.000000	0.000000	-1	Unknown
125	52.449739	N	52° 26.984340' N	13.346120	E	13° 20.767200' E					""		51.800000	2.867985	4.652785	222.124802	44394.334178	0.000000	0.000000	0.000000	-1	Unknown
126	52.449416	N	52° 26.964960' N	13.345782	E	13° 20.746920' E					""		51.100000	2.910631	3.259118	211.360703	44394.334271	0.000000	0.000000	0.000000	-1	Unknown
127	52.449412	N	52° 26.964720' N	13.345829	E	13° 20.749740' E					""		51.000000	2.913851	3.219653	97.949471	44394.334282	0.000000	0.000000	0.000000	-1	Unknown
128	52.449373	N	52° 26.962380' N	13.345824	E	13° 20.749440' E					""		51.000000	2.918206	4.354693	184.467789	44394.334294	0.000000	0.000000	0.000000	-1	Unknown
129	52.449337	N	52° 26.960220' N	13.345771	E	13° 20.746260' E					""		50.900000	2.923590	2.692107	221.900513	44394.334317	0.000000	0.000000	0.000000	-1	Unknown
130	52.449202	N	52° 26.952120' N	13.345501	E	13° 20.730060' E					""		50.600000	2.947284	5.257805	227.350540	44394.334363	0.000000	0.000000	0.000000	-1	Unknown
131	52.449137	N	52° 26.948220' N	13.345413	E	13° 20.724780' E					""		50.400000	2.956665	9.380932	219.526825	44394.334375	0.000000	0.000000	0.000000	-1	Unknown
132	52.449125	N	52° 26.947500' N	13.345459	E	13° 20.727540' E					""		50.400000	2.960060	1.697380	113.172363	44394.334398	0.000000	0.000000	0.000000	-1	Unknown
133	52.449132	N	52° 26.947920' N	13.345388	E	13° 20.723280' E					""		50.300000	2.964939	4.879644	279.188995	44394.334410	0.000000	0.000000	0.000000	-1	Unknown
134	52.449022	N	52° 26.941320' N	13.345291	E	13° 20.717460' E					""		50.100000	2.978841	3.225979	206.209259	44394.334468	0.000000	0.000000	0.000000	-1	Unknown
135	52.448994	N	52° 26.939640' N	13.345288	E	13° 20.717280' E					""		50.000000	2.981964	1.011022	172.286957	44394.334502	0.000000	0.000000	0.000000	-1	Unknown
136	52.449006	N	52° 26.940360' N	13.345253	E	13° 20.715180' E					""		50.000000	2.984689	1.362274	299.360046	44394.334525	0.000000	0.000000	0.000000	-1	Unknown
137	52.448980	N	52° 26.938800' N	13.345141	E	13° 20.708460' E					""		49.800000	2.992820	1.006838	250.628586	44394.334896	0.000000	0.000000	0.000000	-1	Unknown
138	52.448923	N	52° 26.935380' N	13.345105	E	13° 20.706300' E					""		49.700000	2.999619	2.044683	191.483704	44394.334931	0.000000	0.000000	0.000000	-1	Unknown
139	52.448882	N	52° 26.932920' N	13.345037	E	13° 20.702220' E					""		49.600000	3.006109	1.652450	227.649567	44394.334977	0.000000	0.000000	0.000000	-1	Unknown
140	52.448745	N	52° 26.924700' N	13.344882	E	13° 20.692920' E					""		49.200000	3.024634	6.471769	215.210754	44394.335035	0.000000	0.000000	0.000000	-1	Unknown
141	52.448346	N	52° 26.900760' N	13.344385	E	13° 20.663100' E					""		47.400000	3.080400	8.075843	216.918930	44394.335116	0.000000	0.000000	0.000000	-1	Unknown
142	52.448030	N	52° 26.881800' N	13.343908	E	13° 20.634480' E					""		45.800000	3.128199	7.835650	221.152573	44394.335185	0.000000	0.000000	0.000000	-1	Unknown
143	52.447664	N	52° 26.859840' N	13.343445	E	13° 20.606700' E					""		44.400000	3.179646	9.338023	219.206665	44394.335255	0.000000	0.000000	0.000000	-1	Unknown
144	52.447124	N	52° 26.827440' N	13.342649	E	13° 20.558940' E					""		43.200000	3.260456	7.981917	223.513245	44394.335359	0.000000	0.000000	0.000000	-1	Unknown
145	52.447089	N	52° 26.825340' N	13.342561	E	13° 20.553660' E					""		43.200000	3.267586	3.564727	236.873428	44394.335382	0.000000	0.000000	0.000000	-1	Unknown
146	52.447068	N	52° 26.824080' N	13.342457	E	13° 20.547420' E					""		43.100000	3.275019	2.663356	255.476334	44394.335417	0.000000	0.000000	0.000000	-1	Unknown
147	52.447054	N	52° 26.823240' N	13.342314	E	13° 20.538840' E					""		43.100000	3.284846	0.889029	262.806854	44394.336146	0.000000	0.000000	0.000000	-1	Unknown
148	52.446954	N	52° 26.817240' N	13.342211	E	13° 20.532660' E					""		43.100000	3.297989	6.571876	212.119812	44394.336169	0.000000	0.000000	0.000000	-1	Unknown
149	52.446594	N	52° 26.795640' N	13.341755	E	13° 20.505300' E					""		42.600000	3.348618	7.531705	218.432037	44394.336250	0.000000	0.000000	0.000000	-1	Unknown
150	52.446445	N	52° 26.786700' N	13.341538	E	13° 20.492280' E					""		42.500000	3.370797	7.322437	221.847504	44394.336285	0.000000	0.000000	0.000000	-1	Unknown
151	52.446188	N	52° 26.771280' N	13.341209	E	13° 20.472540' E					""		42.500000	3.407084	7.468894	217.820709	44394.336343	0.000000	0.000000	0.000000	-1	Unknown
152	52.445716	N	52° 26.742960' N	13.340569	E	13° 20.434140' E					""		42.600000	3.475249	6.993565	220.178741	44394.336447	0.000000	0.000000	0.000000	-1	Unknown
153	52.445252	N	52° 26.715120' N	13.339813	E	13° 20.388780' E					""		42.800000	3.548044	5.870927	223.902313	44394.336574	0.000000	0.000000	0.000000	-1	Unknown
154	52.445127	N	52° 26.707620' N	13.339587	E	13° 20.375220' E					""		42.800000	3.568751	4.719738	227.763000	44394.336620	0.000000	0.000000	0.000000	-1	Unknown
155	52.444999	N	52° 26.699940' N	13.339401	E	13° 20.364060' E					""		42.800000	3.587785	4.177979	216.933823	44394.336667	0.000000	0.000000	0.000000	-1	Unknown
156	52.444956	N	52° 26.697360' N	13.339317	E	13° 20.359020' E					""		42.800000	3.595228	3.721483	229.974991	44394.336690	0.000000	0.000000	0.000000	-1	Unknown
157	52.444945	N	52° 26.696700' N	13.339252	E	13° 20.355120' E					""		42.700000	3.599805	4.577204	254.483002	44394.336701	0.000000	0.000000	0.000000	-1	Unknown
158	52.444859	N	52° 26.691540' N	13.339185	E	13° 20.351100' E					""		42.700000	3.610403	4.364872	206.795364	44394.336725	0.000000	0.000000	0.000000	-1	Unknown
