Index	Lat			Lon			Icon	Name	Description	Notes	URL	Link Text	Altitude (m)	Distance (km)	Speed (m/s)	Course (°)	Time	HDOP	VDOP	PDOP	Satellites	Fix
3141	51.833794	N	51° 50.027640' N	12.640593	E	12° 38.435580' E					""		67.800000	98.354211	4.687612	207.059509	44394.592419	0.000000	0.000000	0.000000	-1	Unknown
3142	51.833663	N	51° 50.019780' N	12.640655	E	12° 38.439300' E					""		67.700000	98.369404	5.470961	159.386642	44394.592454	0.000000	0.000000	0.000000	-1	Unknown
3143	51.833580	N	51° 50.014800' N	12.640653	E	12° 38.439180' E					""		67.600000	98.378645	4.620271	180.853088	44394.592477	0.000000	0.000000	0.000000	-1	Unknown
3144	51.833482	N	51° 50.008920' N	12.640616	E	12° 38.436960' E					""		67.500000	98.389847	5.601142	193.132614	44394.592500	0.000000	0.000000	0.000000	-1	Unknown
3145	51.833327	N	51° 49.999620' N	12.640582	E	12° 38.434920' E					""		67.300000	98.407260	5.626854	188.435944	44394.592535	0.000000	0.000000	0.000000	-1	Unknown
3146	51.833184	N	51° 49.991040' N	12.640530	E	12° 38.431800' E					""		67.100000	98.423575	5.469809	192.345016	44394.592569	0.000000	0.000000	0.000000	-1	Unknown
3147	51.833050	N	51° 49.983000' N	12.640502	E	12° 38.430120' E					""		67.000000	98.438616	4.582724	185.167343	44394.592604	0.000000	0.000000	0.000000	-1	Unknown
3148	51.832740	N	51° 49.964400' N	12.640385	E	12° 38.423100' E					""		66.900000	98.474051	5.679475	194.019012	44394.592674	0.000000	0.000000	0.000000	-1	Unknown
3149	51.832536	N	51° 49.952160' N	12.640335	E	12° 38.420100' E					""		66.900000	98.497019	5.497862	187.187897	44394.592720	0.000000	0.000000	0.000000	-1	Unknown
3150	51.831285	N	51° 49.877100' N	12.639911	E	12° 38.394660' E					""		66.900000	98.639302	6.369445	191.841751	44394.592975	0.000000	0.000000	0.000000	-1	Unknown
3151	51.830826	N	51° 49.849560' N	12.639783	E	12° 38.386980' E					""		66.900000	98.691151	6.513102	190.651901	44394.593067	0.000000	0.000000	0.000000	-1	Unknown
3152	51.830073	N	51° 49.804380' N	12.639535	E	12° 38.372100' E					""		66.700000	98.776693	6.908728	190.615509	44394.593218	0.000000	0.000000	0.000000	-1	Unknown
3153	51.829764	N	51° 49.785840' N	12.639458	E	12° 38.367480' E					""		66.500000	98.811496	7.018174	190.448151	44394.593275	0.000000	0.000000	0.000000	-1	Unknown
3154	51.829483	N	51° 49.768980' N	12.639346	E	12° 38.360760' E					""		66.300000	98.843712	6.383929	192.446533	44394.593333	0.000000	0.000000	0.000000	-1	Unknown
3155	51.829311	N	51° 49.758660' N	12.639306	E	12° 38.358360' E					""		66.200000	98.863055	6.297719	188.164276	44394.593368	0.000000	0.000000	0.000000	-1	Unknown
3156	51.828077	N	51° 49.684620' N	12.638880	E	12° 38.332800' E					""		66.200000	99.003515	5.905585	191.422607	44394.593646	0.000000	0.000000	0.000000	-1	Unknown
3157	51.827569	N	51° 49.654140' N	12.638725	E	12° 38.323500' E					""		67.300000	99.061062	2.473070	187.995544	44394.593785	0.000000	0.000000	0.000000	-1	Unknown
3158	51.827519	N	51° 49.651140' N	12.638727	E	12° 38.323620' E					""		67.400000	99.066630	0.560833	187.046371	44394.593889	0.000000	0.000000	0.000000	-1	Unknown
3159	51.827404	N	51° 49.644240' N	12.638663	E	12° 38.319780' E					""		67.900000	99.080168	3.560546	202.733932	44394.593947	0.000000	0.000000	0.000000	-1	Unknown
3160	51.827377	N	51° 49.642620' N	12.638619	E	12° 38.317140' E					""		68.000000	99.084434	4.265851	225.204529	44394.593958	0.000000	0.000000	0.000000	-1	Unknown
3161	51.827336	N	51° 49.640160' N	12.638491	E	12° 38.309460' E					""		68.400000	99.094352	3.691649	241.153137	44394.593993	0.000000	0.000000	0.000000	-1	Unknown
3162	51.827257	N	51° 49.635420' N	12.638332	E	12° 38.299920' E					""		68.500000	99.108388	1.293140	232.944214	44394.594329	0.000000	0.000000	0.000000	-1	Unknown
3163	51.827190	N	51° 49.631400' N	12.638343	E	12° 38.300580' E					""		68.400000	99.115885	3.748351	174.206116	44394.594352	0.000000	0.000000	0.000000	-1	Unknown
3164	51.826981	N	51° 49.618860' N	12.638535	E	12° 38.312100' E					""		68.200000	99.142639	5.228967	149.565002	44394.594398	0.000000	0.000000	0.000000	-1	Unknown
3165	51.826783	N	51° 49.606980' N	12.638671	E	12° 38.320260' E					""		67.900000	99.166584	5.728117	158.879669	44394.594444	0.000000	0.000000	0.000000	-1	Unknown
3166	51.826687	N	51° 49.601220' N	12.638703	E	12° 38.322180' E					""		67.800000	99.177495	5.455547	168.359131	44394.594468	0.000000	0.000000	0.000000	-1	Unknown
3167	51.826584	N	51° 49.595040' N	12.638699	E	12° 38.321940' E					""		67.700000	99.188964	5.734605	181.374939	44394.594491	0.000000	0.000000	0.000000	-1	Unknown
3168	51.826477	N	51° 49.588620' N	12.638646	E	12° 38.318760' E					""		67.600000	99.201421	6.228417	197.021164	44394.594514	0.000000	0.000000	0.000000	-1	Unknown
3169	51.826372	N	51° 49.582320' N	12.638570	E	12° 38.314200' E					""		67.500000	99.214226	6.402400	204.101273	44394.594537	0.000000	0.000000	0.000000	-1	Unknown
3170	51.826205	N	51° 49.572300' N	12.638512	E	12° 38.310720' E					""		67.600000	99.233240	6.407938	188.023468	44394.594572	0.000000	0.000000	0.000000	-1	Unknown
3171	51.826091	N	51° 49.565460' N	12.638512	E	12° 38.310720' E					""		67.600000	99.245930	6.345211	180.000000	44394.594595	0.000000	0.000000	0.000000	-1	Unknown
3172	51.825938	N	51° 49.556280' N	12.638565	E	12° 38.313900' E					""		67.800000	99.263348	5.679526	165.978958	44394.594630	0.000000	0.000000	0.000000	-1	Unknown
3173	51.825799	N	51° 49.547940' N	12.638631	E	12° 38.317860' E					""		68.100000	99.279474	2.898262	168.358902	44394.594676	0.000000	0.000000	0.000000	-1	Unknown
3174	51.825781	N	51° 49.546860' N	12.638626	E	12° 38.317560' E					""		68.100000	99.281507	2.033066	189.741684	44394.594688	0.000000	0.000000	0.000000	-1	Unknown
3175	51.825697	N	51° 49.541820' N	12.638538	E	12° 38.312280' E					""		68.300000	99.292647	1.908051	215.235458	44394.594734	0.000000	0.000000	0.000000	-1	Unknown
3176	51.825672	N	51° 49.540320' N	12.638495	E	12° 38.309700' E					""		68.300000	99.296709	2.030860	226.750687	44394.594757	0.000000	0.000000	0.000000	-1	Unknown
3177	51.825584	N	51° 49.535040' N	12.638460	E	12° 38.307600' E					""		68.300000	99.306796	5.043873	193.810516	44394.594780	0.000000	0.000000	0.000000	-1	Unknown
3178	51.825458	N	51° 49.527480' N	12.638295	E	12° 38.297700' E					""		68.300000	99.324841	6.427871	220.358948	44394.594815	0.000000	0.000000	0.000000	-1	Unknown
3179	51.825392	N	51° 49.523520' N	12.638183	E	12° 38.290980' E					""		68.200000	99.335488	5.273941	225.849472	44394.594838	0.000000	0.000000	0.000000	-1	Unknown
3180	51.825273	N	51° 49.516380' N	12.638045	E	12° 38.282700' E					""		68.100000	99.351786	5.663692	212.310699	44394.594873	0.000000	0.000000	0.000000	-1	Unknown
3181	51.825181	N	51° 49.510860' N	12.637976	E	12° 38.278560' E					""		68.000000	99.363075	5.644103	204.869949	44394.594896	0.000000	0.000000	0.000000	-1	Unknown
3182	51.824693	N	51° 49.481580' N	12.637776	E	12° 38.266560' E					""		67.900000	99.419114	5.361164	192.601669	44394.595012	0.000000	0.000000	0.000000	-1	Unknown
3183	51.824441	N	51° 49.466460' N	12.637709	E	12° 38.262540' E					""		67.900000	99.447543	5.868211	189.447693	44394.595069	0.000000	0.000000	0.000000	-1	Unknown
3184	51.824123	N	51° 49.447380' N	12.637667	E	12° 38.260020' E					""		67.900000	99.483060	6.243377	183.158691	44394.595139	0.000000	0.000000	0.000000	-1	Unknown
3185	51.823565	N	51° 49.413900' N	12.637685	E	12° 38.261100' E					""		68.100000	99.545189	5.343779	179.262253	44394.595266	0.000000	0.000000	0.000000	-1	Unknown
3186	51.823160	N	51° 49.389600' N	12.637738	E	12° 38.264280' E					""		68.000000	99.590421	6.086000	175.460938	44394.595359	0.000000	0.000000	0.000000	-1	Unknown
3187	51.822681	N	51° 49.360860' N	12.637755	E	12° 38.265300' E					""		68.000000	99.643755	6.126050	178.069046	44394.595463	0.000000	0.000000	0.000000	-1	Unknown
3188	51.822447	N	51° 49.346820' N	12.637801	E	12° 38.268060' E					""		68.000000	99.669996	6.504837	173.012985	44394.595509	0.000000	0.000000	0.000000	-1	Unknown
3189	51.821930	N	51° 49.315800' N	12.637795	E	12° 38.267700' E					""		68.100000	99.727549	5.681046	182.082321	44394.595625	0.000000	0.000000	0.000000	-1	Unknown
3190	51.821743	N	51° 49.304580' N	12.637768	E	12° 38.266080' E					""		68.100000	99.748449	4.863008	185.276947	44394.595671	0.000000	0.000000	0.000000	-1	Unknown
3191	51.821112	N	51° 49.266720' N	12.637782	E	12° 38.266920' E					""		68.300000	99.818698	5.621739	179.649353	44394.595822	0.000000	0.000000	0.000000	-1	Unknown
3192	51.820959	N	51° 49.257540' N	12.637762	E	12° 38.265720' E					""		68.300000	99.835786	5.753152	184.802505	44394.595856	0.000000	0.000000	0.000000	-1	Unknown
3193	51.820794	N	51° 49.247640' N	12.637761	E	12° 38.265660' E					""		68.300000	99.854153	6.346703	178.757538	44394.595891	0.000000	0.000000	0.000000	-1	Unknown
3194	51.820041	N	51° 49.202460' N	12.637807	E	12° 38.268420' E					""		68.600000	99.938037	5.861363	175.623642	44394.596053	0.000000	0.000000	0.000000	-1	Unknown
3195	51.819743	N	51° 49.184580' N	12.637811	E	12° 38.268660' E					""		68.600000	99.971211	5.456391	181.445267	44394.596123	0.000000	0.000000	0.000000	-1	Unknown
3196	51.819453	N	51° 49.167180' N	12.637839	E	12° 38.270340' E					""		68.600000	100.003551	4.791187	177.530579	44394.596192	0.000000	0.000000	0.000000	-1	Unknown
3197	51.819211	N	51° 49.152660' N	12.637809	E	12° 38.268540' E					""		68.600000	100.030569	5.306559	184.835037	44394.596250	0.000000	0.000000	0.000000	-1	Unknown
3198	51.818832	N	51° 49.129920' N	12.637659	E	12° 38.259540' E					""		68.600000	100.074004	5.679625	196.180191	44394.596343	0.000000	0.000000	0.000000	-1	Unknown
3199	51.818740	N	51° 49.124400' N	12.637608	E	12° 38.256480' E					""		68.600000	100.084830	5.412998	198.915100	44394.596366	0.000000	0.000000	0.000000	-1	Unknown
3200	51.818580	N	51° 49.114800' N	12.637494	E	12° 38.249640' E					""		68.500000	100.104292	4.381554	205.587494	44394.596412	0.000000	0.000000	0.000000	-1	Unknown
3201	51.818284	N	51° 49.097040' N	12.637209	E	12° 38.232540' E					""		68.100000	100.142637	5.009262	204.337738	44394.596505	0.000000	0.000000	0.000000	-1	Unknown
3202	51.818242	N	51° 49.094520' N	12.637153	E	12° 38.229180' E					""		68.100000	100.148696	3.029407	219.495728	44394.596528	0.000000	0.000000	0.000000	-1	Unknown
3203	51.818069	N	51° 49.084140' N	12.636856	E	12° 38.211360' E					""		67.800000	100.176778	6.712786	228.445831	44394.596586	0.000000	0.000000	0.000000	-1	Unknown
3204	51.818015	N	51° 49.080900' N	12.636711	E	12° 38.202660' E					""		67.700000	100.188426	5.824397	238.933014	44394.596609	0.000000	0.000000	0.000000	-1	Unknown
3205	51.817949	N	51° 49.076940' N	12.636483	E	12° 38.188980' E					""		67.500000	100.205751	5.751458	245.409393	44394.596644	0.000000	0.000000	0.000000	-1	Unknown
3206	51.817869	N	51° 49.072140' N	12.636275	E	12° 38.176500' E					""		67.500000	100.222608	5.218843	234.836075	44394.596678	0.000000	0.000000	0.000000	-1	Unknown
3207	51.817863	N	51° 49.071780' N	12.636295	E	12° 38.177700' E					""		67.400000	100.224138	1.529784	115.887695	44394.596690	0.000000	0.000000	0.000000	-1	Unknown
3208	51.817717	N	51° 49.063020' N	12.635669	E	12° 38.140140' E					""		67.300000	100.270180	6.155169	249.902176	44394.596771	0.000000	0.000000	0.000000	-1	Unknown
3209	51.817674	N	51° 49.060440' N	12.635524	E	12° 38.131440' E					""		67.300000	100.281246	5.533390	244.371689	44394.596794	0.000000	0.000000	0.000000	-1	Unknown
3210	51.817697	N	51° 49.061820' N	12.635463	E	12° 38.127780' E					""		67.200000	100.286163	4.916872	301.381042	44394.596806	0.000000	0.000000	0.000000	-1	Unknown
3211	51.817695	N	51° 49.061700' N	12.635400	E	12° 38.124000' E					""		67.200000	100.290504	4.340988	267.060181	44394.596817	0.000000	0.000000	0.000000	-1	Unknown
3212	51.817508	N	51° 49.050480' N	12.635020	E	12° 38.101200' E					""		66.900000	100.323928	6.234855	232.623627	44394.596887	0.000000	0.000000	0.000000	-1	Unknown
3213	51.817383	N	51° 49.042980' N	12.634674	E	12° 38.080440' E					""		66.800000	100.351505	5.455173	242.008362	44394.596944	0.000000	0.000000	0.000000	-1	Unknown
3214	51.817349	N	51° 49.040940' N	12.634647	E	12° 38.078820' E					""		66.800000	100.355722	4.216314	206.146423	44394.596956	0.000000	0.000000	0.000000	-1	Unknown
3215	51.817195	N	51° 49.031700' N	12.634084	E	12° 38.045040' E					""		66.600000	100.398088	6.664561	245.318130	44394.597049	0.000000	0.000000	0.000000	-1	Unknown
3216	51.816981	N	51° 49.018860' N	12.633391	E	12° 38.003460' E					""		66.600000	100.451395	5.440575	243.901855	44394.597164	0.000000	0.000000	0.000000	-1	Unknown
3217	51.816790	N	51° 49.007400' N	12.632817	E	12° 37.969020' E					""		66.400000	100.496254	5.811644	242.631699	44394.597257	0.000000	0.000000	0.000000	-1	Unknown
3218	51.816638	N	51° 48.998280' N	12.632396	E	12° 37.943760' E					""		66.300000	100.529805	5.271183	240.245544	44394.597326	0.000000	0.000000	0.000000	-1	Unknown
3219	51.815853	N	51° 48.951180' N	12.629879	E	12° 37.792740' E					""		66.100000	100.723810	6.291908	243.748535	44394.597720	0.000000	0.000000	0.000000	-1	Unknown
3220	51.815613	N	51° 48.936780' N	12.629218	E	12° 37.753080' E					""		66.100000	100.776563	6.000011	238.702011	44394.597824	0.000000	0.000000	0.000000	-1	Unknown
3221	51.815498	N	51° 48.929880' N	12.628869	E	12° 37.732140' E					""		66.100000	100.803779	5.169519	243.114471	44394.597882	0.000000	0.000000	0.000000	-1	Unknown
3222	51.815370	N	51° 48.922200' N	12.628283	E	12° 37.696980' E					""		66.100000	100.846550	6.375144	249.025070	44394.597963	0.000000	0.000000	0.000000	-1	Unknown
3223	51.815204	N	51° 48.912240' N	12.627728	E	12° 37.663680' E					""		65.800000	100.888979	6.071651	245.058792	44394.598044	0.000000	0.000000	0.000000	-1	Unknown
3224	51.815098	N	51° 48.905880' N	12.627434	E	12° 37.646040' E					""		65.800000	100.912401	5.913335	239.450775	44394.598090	0.000000	0.000000	0.000000	-1	Unknown
3225	51.814775	N	51° 48.886500' N	12.626460	E	12° 37.587600' E					""		65.900000	100.988465	6.393621	241.959396	44394.598229	0.000000	0.000000	0.000000	-1	Unknown
3226	51.814494	N	51° 48.869640' N	12.625657	E	12° 37.539420' E					""		66.400000	101.051965	6.564003	241.096695	44394.598345	0.000000	0.000000	0.000000	-1	Unknown
3227	51.814286	N	51° 48.857160' N	12.625020	E	12° 37.501200' E					""		67.100000	101.101542	4.186562	239.655106	44394.598449	0.000000	0.000000	0.000000	-1	Unknown
3228	51.814163	N	51° 48.849780' N	12.624743	E	12° 37.484580' E					""		66.800000	101.125013	5.768210	236.631973	44394.598495	0.000000	0.000000	0.000000	-1	Unknown
3229	51.814030	N	51° 48.841800' N	12.624331	E	12° 37.459860' E					""		66.600000	101.156999	6.681329	241.106918	44394.598553	0.000000	0.000000	0.000000	-1	Unknown
3230	51.813815	N	51° 48.828900' N	12.623745	E	12° 37.424700' E					""		66.600000	101.203895	6.791723	239.462418	44394.598634	0.000000	0.000000	0.000000	-1	Unknown
3231	51.813712	N	51° 48.822720' N	12.623492	E	12° 37.409520' E					""		66.600000	101.224742	6.883107	236.084991	44394.598669	0.000000	0.000000	0.000000	-1	Unknown
3232	51.813638	N	51° 48.818280' N	12.623339	E	12° 37.400340' E					""		66.700000	101.238111	6.684466	231.962494	44394.598692	0.000000	0.000000	0.000000	-1	Unknown
3233	51.812721	N	51° 48.763260' N	12.621803	E	12° 37.308180' E					""		66.800000	101.385062	6.360737	225.569687	44394.598947	0.000000	0.000000	0.000000	-1	Unknown
3234	51.812569	N	51° 48.754140' N	12.621533	E	12° 37.291980' E					""		67.000000	101.410194	6.308352	227.889603	44394.598993	0.000000	0.000000	0.000000	-1	Unknown
3235	51.812224	N	51° 48.733440' N	12.620857	E	12° 37.251420' E					""		67.000000	101.470521	6.187478	229.633194	44394.599109	0.000000	0.000000	0.000000	-1	Unknown
3236	51.811634	N	51° 48.698040' N	12.619785	E	12° 37.187100' E					""		67.000000	101.569298	5.475683	227.864761	44394.599306	0.000000	0.000000	0.000000	-1	Unknown
3237	51.811191	N	51° 48.671460' N	12.619007	E	12° 37.140420' E					""		67.000000	101.642092	6.371637	226.361359	44394.599456	0.000000	0.000000	0.000000	-1	Unknown
3238	51.810948	N	51° 48.656880' N	12.618550	E	12° 37.113000' E					""		67.000000	101.683577	5.948357	229.786057	44394.599537	0.000000	0.000000	0.000000	-1	Unknown
3239	51.810082	N	51° 48.604920' N	12.617031	E	12° 37.021860' E					""		66.700000	101.825785	6.512580	225.507797	44394.599803	0.000000	0.000000	0.000000	-1	Unknown
3240	51.809959	N	51° 48.597540' N	12.616851	E	12° 37.011060' E					""		66.600000	101.844250	6.049570	222.604126	44394.599838	0.000000	0.000000	0.000000	-1	Unknown
3241	51.809717	N	51° 48.583020' N	12.616438	E	12° 36.986280' E					""		66.600000	101.883413	6.611095	227.659821	44394.599907	0.000000	0.000000	0.000000	-1	Unknown
3242	51.809522	N	51° 48.571320' N	12.616081	E	12° 36.964860' E					""		66.500000	101.916199	6.536652	228.381210	44394.599965	0.000000	0.000000	0.000000	-1	Unknown
3243	51.809048	N	51° 48.542880' N	12.615297	E	12° 36.917820' E					""		66.500000	101.991670	5.778399	227.602798	44394.600104	0.000000	0.000000	0.000000	-1	Unknown
3244	51.808239	N	51° 48.494340' N	12.613818	E	12° 36.829080' E					""		66.400000	102.127585	5.860069	229.768860	44394.600370	0.000000	0.000000	0.000000	-1	Unknown
3245	51.807878	N	51° 48.472680' N	12.613199	E	12° 36.791940' E					""		66.600000	102.186152	5.677580	226.666824	44394.600486	0.000000	0.000000	0.000000	-1	Unknown
3246	51.807775	N	51° 48.466500' N	12.613002	E	12° 36.780120' E					""		66.500000	102.203909	6.072899	231.447037	44394.600521	0.000000	0.000000	0.000000	-1	Unknown
3247	51.807274	N	51° 48.436440' N	12.612149	E	12° 36.728940' E					""		66.400000	102.284887	5.465621	225.358505	44394.600683	0.000000	0.000000	0.000000	-1	Unknown
3248	51.805149	N	51° 48.308940' N	12.608400	E	12° 36.504000' E					""		66.400000	102.634955	6.057948	228.583511	44394.601354	0.000000	0.000000	0.000000	-1	Unknown
3249	51.804781	N	51° 48.286860' N	12.607809	E	12° 36.468540' E					""		66.900000	102.692688	6.552188	223.067032	44394.601458	0.000000	0.000000	0.000000	-1	Unknown
3250	51.804411	N	51° 48.264660' N	12.607371	E	12° 36.442260' E					""		67.700000	102.743731	4.263324	218.433640	44394.601574	0.000000	0.000000	0.000000	-1	Unknown
3251	51.804337	N	51° 48.260220' N	12.607232	E	12° 36.433920' E					""		67.700000	102.756357	4.302804	231.617172	44394.601609	0.000000	0.000000	0.000000	-1	Unknown
3252	51.804331	N	51° 48.259860' N	12.607148	E	12° 36.428880' E					""		67.800000	102.762177	2.910265	263.410706	44394.601632	0.000000	0.000000	0.000000	-1	Unknown
3253	51.804266	N	51° 48.255960' N	12.607029	E	12° 36.421740' E					""		67.900000	102.773107	2.097882	230.449844	44394.601678	0.000000	0.000000	0.000000	-1	Unknown
3254	51.804224	N	51° 48.253440' N	12.606980	E	12° 36.418800' E					""		67.900000	102.778872	1.535504	209.545486	44394.601701	0.000000	0.000000	0.000000	-1	Unknown
3255	51.804188	N	51° 48.251280' N	12.606972	E	12° 36.418320' E					""		67.900000	102.782917	2.022580	187.824097	44394.601725	0.000000	0.000000	0.000000	-1	Unknown
3256	51.804177	N	51° 48.250620' N	12.606981	E	12° 36.418860' E					""		67.900000	102.784289	1.372308	153.164078	44394.601736	0.000000	0.000000	0.000000	-1	Unknown
3257	51.804196	N	51° 48.251760' N	12.606988	E	12° 36.419280' E					""		67.900000	102.786458	0.043627	328.269379	44394.601806	0.000000	0.000000	0.000000	-1	Unknown
3258	51.804085	N	51° 48.245100' N	12.606848	E	12° 36.410880' E					""		68.000000	102.802129	3.419244	218.614548	44394.602558	0.000000	0.000000	0.000000	-1	Unknown
3259	51.803961	N	51° 48.237660' N	12.606640	E	12° 36.398400' E					""		68.100000	102.822017	2.940904	225.551788	44394.602639	0.000000	0.000000	0.000000	-1	Unknown
3260	51.803918	N	51° 48.235080' N	12.606536	E	12° 36.392160' E					""		68.100000	102.830628	2.988139	236.026688	44394.602674	0.000000	0.000000	0.000000	-1	Unknown
3261	51.803823	N	51° 48.229380' N	12.606359	E	12° 36.381540' E					""		68.000000	102.846762	1.950581	222.105728	44394.602766	0.000000	0.000000	0.000000	-1	Unknown
3262	51.803717	N	51° 48.223020' N	12.606278	E	12° 36.376680' E					""		67.700000	102.859812	3.495984	206.927673	44394.602824	0.000000	0.000000	0.000000	-1	Unknown
3263	51.803504	N	51° 48.210240' N	12.605877	E	12° 36.352620' E					""		67.000000	102.896201	2.159985	229.893204	44394.602940	0.000000	0.000000	0.000000	-1	Unknown
3264	51.802957	N	51° 48.177420' N	12.604926	E	12° 36.295560' E					""		66.200000	102.985606	2.082089	228.062775	44394.603183	0.000000	0.000000	0.000000	-1	Unknown
3265	51.802924	N	51° 48.175440' N	12.604816	E	12° 36.288960' E					""		66.200000	102.994022	2.228719	241.672989	44394.603218	0.000000	0.000000	0.000000	-1	Unknown
3266	51.802948	N	51° 48.176880' N	12.604845	E	12° 36.290700' E					""		66.200000	102.997357	0.137673	90.000000	44394.603333	0.000000	0.000000	0.000000	-1	Unknown
3267	51.802938	N	51° 48.176280' N	12.604787	E	12° 36.287220' E					""		66.200000	103.001502	0.008653	254.420456	44394.608877	0.000000	0.000000	0.000000	-1	Unknown
3268	51.802951	N	51° 48.177060' N	12.604805	E	12° 36.288300' E					""		66.200000	103.003407	0.034418	90.000000	44394.609109	0.000000	0.000000	0.000000	-1	Unknown
3269	51.802851	N	51° 48.171060' N	12.604764	E	12° 36.285840' E					""		66.200000	103.014891	2.735713	200.626266	44394.611238	0.000000	0.000000	0.000000	-1	Unknown
3270	51.802828	N	51° 48.169680' N	12.604739	E	12° 36.284340' E					""		66.200000	103.017976	1.542476	213.906662	44394.611262	0.000000	0.000000	0.000000	-1	Unknown
3271	51.802610	N	51° 48.156600' N	12.604367	E	12° 36.262020' E					""		66.300000	103.053256	3.886291	226.570679	44394.611377	0.000000	0.000000	0.000000	-1	Unknown
3272	51.802487	N	51° 48.149220' N	12.604128	E	12° 36.247680' E					""		66.400000	103.074660	3.337229	230.670441	44394.611435	0.000000	0.000000	0.000000	-1	Unknown
3273	51.802459	N	51° 48.147540' N	12.604054	E	12° 36.243240' E					""		66.400000	103.080632	5.971905	238.537903	44394.611447	0.000000	0.000000	0.000000	-1	Unknown
3274	51.801651	N	51° 48.099060' N	12.602681	E	12° 36.160860' E					""		66.500000	103.211105	4.630668	226.754272	44394.611771	0.000000	0.000000	0.000000	-1	Unknown
3275	51.801597	N	51° 48.095820' N	12.602538	E	12° 36.152280' E					""		66.600000	103.222639	2.147205	243.853180	44394.611806	0.000000	0.000000	0.000000	-1	Unknown
3276	51.801385	N	51° 48.083100' N	12.602232	E	12° 36.133920' E					""		66.700000	103.254273	4.940958	221.970612	44394.611875	0.000000	0.000000	0.000000	-1	Unknown
3277	51.801179	N	51° 48.070740' N	12.601856	E	12° 36.111360' E					""		66.700000	103.288853	4.218515	224.562592	44394.611956	0.000000	0.000000	0.000000	-1	Unknown
3278	51.801139	N	51° 48.068340' N	12.601816	E	12° 36.108960' E					""		66.700000	103.294089	5.235396	211.732346	44394.611968	0.000000	0.000000	0.000000	-1	Unknown
3279	51.800819	N	51° 48.049140' N	12.601223	E	12° 36.073380' E					""		66.600000	103.348268	7.879735	229.469254	44394.612095	0.000000	0.000000	0.000000	-1	Unknown
3280	51.800677	N	51° 48.040620' N	12.600987	E	12° 36.059220' E					""		66.600000	103.370935	5.539977	226.113068	44394.612153	0.000000	0.000000	0.000000	-1	Unknown
3281	51.800483	N	51° 48.028980' N	12.600595	E	12° 36.035700' E					""		66.700000	103.405498	4.179230	229.262802	44394.612234	0.000000	0.000000	0.000000	-1	Unknown
3282	51.800318	N	51° 48.019080' N	12.600334	E	12° 36.020040' E					""		66.700000	103.431192	4.825669	224.347458	44394.612292	0.000000	0.000000	0.000000	-1	Unknown
3283	51.799674	N	51° 47.980440' N	12.599196	E	12° 35.951760' E					""		66.800000	103.537384	5.578771	225.701706	44394.612558	0.000000	0.000000	0.000000	-1	Unknown
3284	51.799548	N	51° 47.972880' N	12.599000	E	12° 35.940000' E					""		66.800000	103.556847	6.856219	223.060577	44394.612604	0.000000	0.000000	0.000000	-1	Unknown
3285	51.799222	N	51° 47.953320' N	12.598429	E	12° 35.905740' E					""		67.000000	103.610346	5.402472	228.748230	44394.612731	0.000000	0.000000	0.000000	-1	Unknown
3286	51.799068	N	51° 47.944080' N	12.598178	E	12° 35.890680' E					""		67.100000	103.634687	8.583405	225.546204	44394.612789	0.000000	0.000000	0.000000	-1	Unknown
3287	51.798529	N	51° 47.911740' N	12.597196	E	12° 35.831760' E					""		67.400000	103.725077	4.569708	228.873169	44394.613032	0.000000	0.000000	0.000000	-1	Unknown
3288	51.798130	N	51° 47.887800' N	12.596507	E	12° 35.790420' E					""		67.600000	103.790059	5.274369	227.516083	44394.613183	0.000000	0.000000	0.000000	-1	Unknown
3289	51.798105	N	51° 47.886300' N	12.596481	E	12° 35.788860' E					""		67.600000	103.793368	3.308912	212.747986	44394.613194	0.000000	0.000000	0.000000	-1	Unknown
3290	51.798005	N	51° 47.880300' N	12.596314	E	12° 35.778840' E					""		67.600000	103.809371	5.072384	227.130447	44394.613229	0.000000	0.000000	0.000000	-1	Unknown
3291	51.797975	N	51° 47.878500' N	12.596243	E	12° 35.774580' E					""		67.600000	103.815291	5.919849	235.657898	44394.613241	0.000000	0.000000	0.000000	-1	Unknown
3292	51.797713	N	51° 47.862780' N	12.595772	E	12° 35.746320' E					""		67.600000	103.858904	5.143373	230.321701	44394.613345	0.000000	0.000000	0.000000	-1	Unknown
3293	51.797721	N	51° 47.863260' N	12.595716	E	12° 35.742960' E					""		67.600000	103.862861	3.956807	283.006989	44394.613356	0.000000	0.000000	0.000000	-1	Unknown
3294	51.797685	N	51° 47.861100' N	12.595658	E	12° 35.739480' E					""		67.600000	103.868518	5.657201	224.895996	44394.613368	0.000000	0.000000	0.000000	-1	Unknown
3295	51.797600	N	51° 47.856000' N	12.595563	E	12° 35.733780' E					""		67.700000	103.880020	5.751239	214.652206	44394.613391	0.000000	0.000000	0.000000	-1	Unknown
3296	51.797567	N	51° 47.854020' N	12.595509	E	12° 35.730540' E					""		67.700000	103.885247	5.226426	225.341614	44394.613403	0.000000	0.000000	0.000000	-1	Unknown
3297	51.797496	N	51° 47.849760' N	12.595431	E	12° 35.725860' E					""		67.700000	103.894802	4.546674	220.624313	44394.613426	0.000000	0.000000	0.000000	-1	Unknown
3298	51.797185	N	51° 47.831100' N	12.594867	E	12° 35.692020' E					""		67.900000	103.946823	3.987661	227.934204	44394.613553	0.000000	0.000000	0.000000	-1	Unknown
